name,size,status,setup_time,solve_time,num_iters,objective
huber_50,5500,optimal,0.0,0.011394320987164974,13.0,158.80789864404468
huber_200,52000,optimal,0.0,0.09679284784942865,11.0,585.1549600942406
huber_500,280000,optimal,0.0,0.6051785170566291,10.0,1495.2563091621778
huber_1000,1060000,optimal,0.0,4.152824759017676,10.0,2997.5099885033483
huber_2000,4120000,optimal,0.0,36.218764629913494,10.0,5954.039721920251
huber_4000,16240000,optimal,0.0,331.28089511417784,10.0,12000.561646029377
huber_6000,36360000,optimal,0.0,1390.1743905991316,10.0,17919.147547711676
huber_10000,100600000,,,,,
