name,size,status,setup_time,solve_time,num_iters,objective
group_lasso_5,8805,SOLVED,0,0.042608952000000005,8,6.454088224374658
group_lasso_20,110220,SOLVED,0,0.080574116,7,28.186298936058446
group_lasso_50,650550,SOLVED,0,0.22591734100000002,6,74.47606859371706
group_lasso_100,2551100,SOLVED,0,6.445296443,6,150.49732313539764
group_lasso_150,5701650,SOLVED,0,3.133925881,6,226.33031570241272
group_lasso_300,22653300,SOLVED,0,6.309234635,6,457.7267586305713
group_lasso_450,50854950,SOLVED,0,14.972791621,6,684.5058665939576
group_lasso_750,141008250,SOLVED,0,165.12702525600002,6,1153.3926451412353
