tau,QOCO,QOCO-GPU,CuClarabel,Mosek
1.3513210564263594,0.125,0.85,0.75,0.15
1.353570768792682,0.125,0.85,0.75,0.15
1.35582422653521,0.125,0.85,0.75,0.15
1.358081435889338,0.125,0.85,0.75,0.15
1.3603424031008406,0.125,0.85,0.75,0.15
1.3626071344258908,0.125,0.85,0.75,0.15
1.364875636131077,0.125,0.85,0.75,0.15
1.36714791449342,0.125,0.85,0.75,0.15
1.3694239758003912,0.125,0.85,0.75,0.15
1.3717038263499297,0.125,0.85,0.75,0.15
1.373987472450459,0.125,0.85,0.75,0.15
1.3762749204209053,0.125,0.85,0.75,0.15
1.3785661765907147,0.125,0.85,0.75,0.15
1.3808612472998707,0.125,0.85,0.75,0.15
1.3831601388989119,0.125,0.85,0.75,0.15
1.385462857748949,0.125,0.85,0.75,0.15
1.3877694102216833,0.125,0.85,0.75,0.175
1.3900798026994237,0.125,0.85,0.75,0.175
1.3923940415751044,0.125,0.85,0.75,0.175
1.394712133252303,0.125,0.85,0.75,0.175
1.3970340841452575,0.125,0.85,0.75,0.175
1.399359900678885,0.125,0.85,0.75,0.175
1.4016895892887986,0.125,0.85,0.75,0.175
1.4040231564213257,0.125,0.85,0.75,0.175
1.4063606085335256,0.125,0.85,0.75,0.175
1.4087019520932076,0.125,0.85,0.75,0.175
1.4110471935789488,0.125,0.85,0.75,0.175
1.4133963394801117,0.125,0.85,0.75,0.175
1.4157493962968626,0.125,0.85,0.75,0.175
1.4181063705401895,0.125,0.85,0.75,0.175
1.4204672687319204,0.125,0.85,0.75,0.175
1.4228320974047404,0.125,0.85,0.75,0.175
1.4252008631022106,0.125,0.85,0.75,0.175
1.427573572378786,0.125,0.85,0.75,0.175
1.4299502317998334,0.125,0.85,0.75,0.175
1.43233084794165,0.125,0.85,0.75,0.175
1.434715427391482,0.125,0.85,0.75,0.175
1.437103976747541,0.125,0.85,0.75,0.175
1.439496502619024,0.125,0.85,0.75,0.175
1.4418930116261317,0.125,0.85,0.75,0.175
1.4442935104000851,0.125,0.85,0.75,0.175
1.4466980055831464,0.125,0.85,0.75,0.175
1.4491065038286346,0.125,0.85,0.75,0.175
1.4515190118009464,0.125,0.85,0.75,0.2
1.4539355361755733,0.125,0.85,0.75,0.2
1.4563560836391196,0.125,0.85,0.75,0.2
1.4587806608893228,0.125,0.85,0.75,0.2
1.46120927463507,0.125,0.85,0.75,0.2
1.4636419315964178,0.125,0.85,0.75,0.2
1.4660786385046105,0.125,0.85,0.75,0.2
1.4685194021020989,0.125,0.85,0.75,0.2
1.4709642291425582,0.125,0.85,0.75,0.2
1.4734131263909083,0.125,0.85,0.75,0.2
1.4758661006233305,0.125,0.85,0.75,0.2
1.4783231586272876,0.125,0.85,0.75,0.2
1.4807843072015427,0.125,0.85,0.75,0.2
1.4832495531561771,0.125,0.85,0.75,0.2
1.4857189033126101,0.125,0.85,0.75,0.2
1.4881923645036172,0.125,0.85,0.75,0.2
1.4906699435733493,0.125,0.85,0.75,0.2
1.4931516473773518,0.125,0.85,0.75,0.2
1.4956374827825833,0.125,0.85,0.75,0.2
1.4981274566674345,0.125,0.85,0.75,0.2
1.5006215759217476,0.125,0.85,0.75,0.2
1.5031198474468352,0.125,0.85,0.75,0.2
1.5056222781554995,0.125,0.85,0.75,0.2
1.5081288749720507,0.125,0.85,0.75,0.2
1.5106396448323274,0.125,0.85,0.75,0.2
1.5131545946837146,0.125,0.85,0.75,0.2
1.5156737314851643,0.125,0.85,0.75,0.2
1.5181970622072132,0.125,0.85,0.75,0.2
1.5207245938320029,0.125,0.85,0.75,0.2
1.5232563333532991,0.125,0.85,0.75,0.2
1.525792287776511,0.125,0.85,0.75,0.2
1.5283324641187104,0.125,0.85,0.75,0.2
